Date,Open,High,Low,Close,Adj Close,Volume
2023-08-09,104.80999755859375,105.22000122070312,103.55000305175781,104.8499984741211,98.73563385009766,2635786
2023-08-10,103.81999969482422,104.69000244140625,103.12000274658203,104.47000122070312,98.37779998779297,2461857
2023-08-11,104.30999755859375,105.0,104.0199966430664,104.4000015258789,98.31188201904297,1734661
2023-08-14,103.62999725341797,104.12999725341797,103.41000366210938,103.69999694824219,97.65270233154297,2624230
2023-08-15,104.0,104.19000244140625,103.3499984741211,103.51000213623047,97.4737777709961,1631886
2023-08-16,100.0199966430664,100.4800033569336,99.4800033569336,99.79000091552734,96.20124816894531,4423573
2023-08-17,99.9000015258789,99.9000015258789,98.66999816894531,99.6500015258789,96.0662841796875,3049916
2023-08-18,99.20999908447266,99.45999908447266,98.55000305175781,99.05000305175781,95.48786926269531,2430138
2023-08-21,98.91999816894531,99.58000183105469,98.31999969482422,98.44999694824219,94.90943908691406,2651338
2023-08-22,98.08999633789062,98.66999816894531,97.69000244140625,98.66999816894531,95.12152862548828,3070402
2023-08-23,98.19999694824219,99.83999633789062,98.0,99.44999694824219,95.87347412109375,3375196
2023-08-24,100.0999984741211,100.83999633789062,99.5999984741211,100.61000061035156,96.99176025390625,2630712
2023-08-25,100.23999786376953,100.2699966430664,99.37000274658203,99.56999969482422,95.9891586303711,2301999
2023-08-28,99.80000305175781,100.80999755859375,99.73999786376953,100.77999877929688,97.15564727783203,1652565
2023-08-29,101.38999938964844,101.44999694824219,100.4800033569336,101.02999877929688,97.39665222167969,1519428
2023-08-30,101.62999725341797,102.46499633789062,101.5,101.83999633789062,98.17752075195312,1810483
2023-08-31,101.83000183105469,102.44999694824219,101.61000061035156,102.18000030517578,98.50530242919922,3576801
2023-09-01,101.69999694824219,102.0,101.19999694824219,101.3499984741211,97.70514678955078,1596631
2023-09-04,101.69000244140625,102.2699966430664,101.56999969482422,102.01000213623047,98.34141540527344,1425483
2023-09-05,102.0999984741211,102.29000091552734,101.75,102.22000122070312,98.54386138916016,1274211
2023-09-06,102.75,103.18000030517578,101.29499816894531,101.51000213623047,97.85939025878906,2000414
2023-09-07,101.0,101.37999725341797,100.30999755859375,100.9000015258789,97.27133178710938,1721897
2023-09-08,101.2300033569336,101.47000122070312,100.1500015258789,100.80999755859375,97.1845703125,1271405
2023-09-11,100.80000305175781,102.18000030517578,100.55000305175781,102.04000091552734,98.37033081054688,1707461
2023-09-12,102.4000015258789,102.58999633789062,101.12000274658203,102.11000061035156,98.43781280517578,1303827
2023-09-13,102.1500015258789,102.1500015258789,101.01000213623047,101.69999694824219,98.04256439208984,1281734
2023-09-14,101.16999816894531,102.45999908447266,101.1500015258789,102.12999725341797,98.45709228515625,2242700
2023-09-15,103.0,103.56999969482422,102.68000030517578,103.16000366210938,99.4500503540039,4199986
2023-09-18,102.5999984741211,102.80000305175781,101.93000030517578,102.62999725341797,98.93911743164062,886664
2023-09-19,102.31999969482422,102.38999938964844,101.44000244140625,102.12999725341797,98.45709228515625,1806193
2023-09-20,102.2699966430664,102.48999786376953,101.44000244140625,101.83999633789062,98.17752075195312,2498953
2023-09-21,101.66999816894531,101.87999725341797,99.75,100.08000183105469,96.48081970214844,2447271
2023-09-22,98.5,100.05999755859375,98.0999984741211,100.05999755859375,96.46154022216797,3396755
2023-09-25,100.0,100.0,99.0199966430664,99.87999725341797,96.28800964355469,1014251
2023-09-26,99.69999694824219,100.37000274658203,99.26000213623047,100.08000183105469,96.48081970214844,1292290
2023-09-27,100.0,100.58000183105469,99.86000061035156,100.52999877929688,96.91463470458984,1346621
2023-09-28,100.48999786376953,100.73999786376953,99.55999755859375,99.94999694824219,96.3554916381836,1422062
2023-09-29,99.9800033569336,100.08000183105469,99.55999755859375,99.97000122070312,96.3747787475586,2444569
